294229,0
934144,0
943146,0
795035,0
363479,0
778221,0
252443,0
814057,0
416182,0
610799,0
981591,0
224405,0
167728,0
778142,0
857148,0
443242,0
351051,0
901200,0
924555,0
402051,0
585210,0
585210,0
658173,0
807622,0
410245,0
529452,0
893396,0
407970,0
408009,0
636345,0
123811,0
160430,0
763681,0
492711,0
103902,0
540766,0
712214,0
484831,0
503093,0
147441,0
803724,0
737776,0
203829,0
114294,0
429325,0
223236,0
264213,0
519392,0
131635,0
447782,0
355712,0
963627,0
888282,0
468165,0
627960,0
557541,0
804523,0
392088,0
359883,0
281888,0
514628,0
406878,0
944010,0
881674,0
446158,0
477201,0
280855,0
763493,0
388320,0
185553,0
854941,0
611113,0
325464,0
269209,0
602443,0
975080,0
726985,0
161798,0
465980,0
218587,0
705685,0
193512,0
830868,0
476065,0
544460,0
388062,0
499836,0
531946,0
798225,0
582146,0
150981,0
177215,0
108645,0
259531,0
900657,0
983939,0
845043,0
878260,0
104096,0
900762,0
859552,0
878835,0
907027,0
328837,0
625424,0
405641,0
830287,0
361533,0
918897,0
277808,0
908637,0
564381,0
900124,0
357063,0
406056,0
220599,0
827641,0
945106,0
110821,0
323296,0
927128,0
970545,0
386279,0
861181,0
131211,0
622744,0
224661,0
100672,0
371302,0
696195,0
229403,0
707490,0
462356,0
552307,0
549139,0
741582,0
990939,0
405641,0
310828,0
619669,0
654508,0
378268,0
487010,0
701077,0
376179,0
377325,0
178882,0
321044,0
225053,0
983604,0
934281,0
395157,0
910729,0
859164,0
440263,0
160430,0
200689,0
103707,0
545652,0
335546,0
386279,0
285651,0
438389,0
338196,0
125151,0
240256,0
184703,0
881016,0
280896,0
181397,0
918962,0
758619,0
420086,0
144058,0
674261,0
515098,0
547808,0
350751,0
100090,0
531861,0
469621,0
408009,0
946007,0
428452,0
430597,0
426206,0
492035,0
678808,0
735779,0
651096,0
280408,0
721880,0
408283,0
797193,0
462998,0
408760,0
415874,0
188569,0
415874,0
501162,0
100672,0
112512,0
634273,0
567172,0
761535,0
692380,0
720261,0
788998,0
707490,0
843857,0
350491,0
865770,0
340504,0
167728,0
529459,0
555700,0
609043,0
448296,0
975555,0
488478,0
895841,0
666849,0
770761,0
782350,0
989464,0
602443,0
599181,0
833908,0
154900,0
158512,0
644343,0
356704,0
130558,0
879329,0
667029,0
251517,0
397739,0
709578,0
626350,0
154268,0
734155,0
879939,0
542100,0
202093,0
888282,0
482344,0
408495,0
166786,0
107975,0
426353,0
108580,0
362072,0
994834,0
599484,0
640613,0
395258,0
434369,0
924379,0
716033,0
959617,0
733820,0
437733,0
784644,0
873757,0
781777,0
391019,0
866331,0
369179,0
850180,0
168795,0
924555,0
418664,0
305947,0
290679,0
301921,0
384913,0
136592,0
323454,0
130456,0
275437,0
954288,0
981391,0
912550,0
312467,0
633346,0
495403,0
791398,0
361533,0
416077,0
896367,0
497386,0
162769,0
248516,0
672332,0
783507,0
989464,0
831845,0
686764,0
167728,0
967230,0
280408,0
